Building,Day,Hour,Usage_kWh
Hostel_14,Tue,13,104.14
Dept_1,Tue,13,122.15
Dept_2,Tue,13,122.08
Dept_3,Tue,13,134.61
Dept_4,Tue,13,90.04
Dept_5,Tue,13,130.84
Dept_6,Tue,13,145.03
Dept_7,Tue,13,93.66
Dept_8,Tue,13,146.19
Dept_9,Tue,13,156.91
Dept_10,Tue,13,146.66
Dept_11,Tue,13,89.04
Dept_12,Tue,13,101.57
Dept_13,Tue,13,167.1
Dept_14,Tue,13,129.99
Dept_15,Tue,13,95.45
Dept_16,Tue,13,178.15
Dept_17,Tue,13,111.86
Dept_18,Tue,13,151.6
Dept_19,Tue,13,98.49
Dept_20,Tue,13,97.75
Dept_21,Tue,13,191.87
Dept_22,Tue,13,184.72
Dept_23,Tue,13,83.85
Library,Tue,13,150.16
Lecture_Hall_1,Tue,13,204.36
Lecture_Hall_2,Tue,13,190.39
MAC,Tue,13,90.28
SAC,Tue,13,109.59
Gym,Tue,13,35.29
Sports_Facility,Tue,13,30.35
Residencies,Tue,13,79.96
Extras,Tue,13,37.23
Hostel_1,Tue,14,59.77
Hostel_2,Tue,14,90.01
Hostel_3,Tue,14,86.43
Hostel_4,Tue,14,128.13
Hostel_5,Tue,14,88.04
Hostel_6,Tue,14,88.06
Hostel_7,Tue,14,56.2
Hostel_8,Tue,14,76.15
Hostel_9,Tue,14,71.49
Hostel_10,Tue,14,77.31
Hostel_11,Tue,14,58.87
Hostel_12,Tue,14,64.25
Hostel_13,Tue,14,59.54
Hostel_14,Tue,14,67.68
Dept_1,Tue,14,174.55
Dept_2,Tue,14,140.79
Dept_3,Tue,14,150.83
Dept_4,Tue,14,116.32
Dept_5,Tue,14,106.2
Dept_6,Tue,14,119.49
Dept_7,Tue,14,95.1
Dept_8,Tue,14,110.11
Dept_9,Tue,14,148.35
Dept_10,Tue,14,108.18
Dept_11,Tue,14,67.08
Dept_12,Tue,14,103.06
Dept_13,Tue,14,136.54
Dept_14,Tue,14,99.18
Dept_15,Tue,14,99.53
Dept_16,Tue,14,167.34
Dept_17,Tue,14,123.98
Dept_18,Tue,14,215.55
Dept_19,Tue,14,93.31
Dept_20,Tue,14,102.42
Dept_21,Tue,14,175.58
Dept_22,Tue,14,178.84
Dept_23,Tue,14,78.33
Library,Tue,14,135.14
Lecture_Hall_1,Tue,14,159.6
Lecture_Hall_2,Tue,14,233.73
MAC,Tue,14,93.17
SAC,Tue,14,126.04
Gym,Tue,14,40.97
Sports_Facility,Tue,14,22.45
Residencies,Tue,14,86
Extras,Tue,14,44.5
Hostel_1,Tue,15,63.32
Hostel_2,Tue,15,123.05
Hostel_3,Tue,15,91.41
Hostel_4,Tue,15,109.09
Hostel_5,Tue,15,82.57
Hostel_6,Tue,15,68.77
Hostel_7,Tue,15,46.65
Hostel_8,Tue,15,86.96
Hostel_9,Tue,15,61.13
Hostel_10,Tue,15,68.8
Hostel_11,Tue,15,58.04
Hostel_12,Tue,15,61.99
Hostel_13,Tue,15,64.47
Hostel_14,Tue,15,95.15
Dept_1,Tue,15,156.1
Dept_2,Tue,15,154.56
Dept_3,Tue,15,142.93
Dept_4,Tue,15,100.54
Dept_5,Tue,15,117.22
Dept_6,Tue,15,126.12
Dept_7,Tue,15,115.42
Dept_8,Tue,15,153.17
Dept_9,Tue,15,144.77
Dept_10,Tue,15,164.61
Dept_11,Tue,15,82.75
Dept_12,Tue,15,106.13
Dept_13,Tue,15,170.76
Dept_14,Tue,15,128.84
Dept_15,Tue,15,109.75
Dept_16,Tue,15,177.93
Dept_17,Tue,15,100.45
Dept_18,Tue,15,171.08
Dept_19,Tue,15,85.64
Dept_20,Tue,15,88.54
Dept_21,Tue,15,172.83
Dept_22,Tue,15,177.08
Dept_23,Tue,15,76.41
Library,Tue,15,144.21
Lecture_Hall_1,Tue,15,176.88
Lecture_Hall_2,Tue,15,245.49
MAC,Tue,15,102.85
SAC,Tue,15,119.39
Gym,Tue,15,42.12
Sports_Facility,Tue,15,25.17
Residencies,Tue,15,93.57
Extras,Tue,15,48.26
Hostel_1,Tue,16,69.81
Hostel_2,Tue,16,106.31
Hostel_3,Tue,16,88.77
Hostel_4,Tue,16,93.54
Hostel_5,Tue,16,90.66
Hostel_6,Tue,16,64.42
Hostel_7,Tue,16,53.55
Hostel_8,Tue,16,100.62
Hostel_9,Tue,16,78.84
Hostel_10,Tue,16,77.18
Hostel_11,Tue,16,61.93
Hostel_12,Tue,16,70.93
Hostel_13,Tue,16,55.08
Hostel_14,Tue,16,90.05
Dept_1,Tue,16,152.66
Dept_2,Tue,16,127.59
Dept_3,Tue,16,157.19
Dept_4,Tue,16,113.67
Dept_5,Tue,16,134.29
Dept_6,Tue,16,153.17
Dept_7,Tue,16,104.08
Dept_8,Tue,16,146.51
Dept_9,Tue,16,137.31
Dept_10,Tue,16,148.51
Dept_11,Tue,16,77.16
Dept_12,Tue,16,102.95
Dept_13,Tue,16,127.44
Dept_14,Tue,16,124.93
Dept_15,Tue,16,116.3
Dept_16,Tue,16,188.46
Dept_17,Tue,16,94.63
Dept_18,Tue,16,192.92
Dept_19,Tue,16,86.47
Dept_20,Tue,16,102.73
Dept_21,Tue,16,168.91
Dept_22,Tue,16,192.97
Dept_23,Tue,16,85.68
Library,Tue,16,128.3
Lecture_Hall_1,Tue,16,226.99
Lecture_Hall_2,Tue,16,198.5
MAC,Tue,16,111.68
SAC,Tue,16,115.1
Gym,Tue,16,36.28
Sports_Facility,Tue,16,30.55
Residencies,Tue,16,94.14
Extras,Tue,16,47.21
Hostel_1,Tue,17,62.75
Hostel_2,Tue,17,108.62
Hostel_3,Tue,17,79.31
Hostel_4,Tue,17,106.97
Hostel_5,Tue,17,74.56
Hostel_6,Tue,17,63.17
Hostel_7,Tue,17,49.06
Hostel_8,Tue,17,110.16
Hostel_9,Tue,17,66.44
Hostel_10,Tue,17,68.02
Hostel_11,Tue,17,58.88
Hostel_12,Tue,17,58.26
Hostel_13,Tue,17,56.91
Hostel_14,Tue,17,85.54
Dept_1,Tue,17,147.86
Dept_2,Tue,17,139.86
Dept_3,Tue,17,160.52
Dept_4,Tue,17,126.46
Dept_5,Tue,17,109.79
Dept_6,Tue,17,144.98
Dept_7,Tue,17,94.5
Dept_8,Tue,17,144.17
Dept_9,Tue,17,168.57
Dept_10,Tue,17,148.69
Dept_11,Tue,17,107.82
Dept_12,Tue,17,109.64
Dept_13,Tue,17,162.27
Dept_14,Tue,17,119.04
Dept_15,Tue,17,125.17
Dept_16,Tue,17,138.54
Dept_17,Tue,17,117.42
Dept_18,Tue,17,177.57
Dept_19,Tue,17,93.29
Dept_20,Tue,17,126.49
Dept_21,Tue,17,175.61
Dept_22,Tue,17,153.93
Dept_23,Tue,17,80.79
Library,Tue,17,143.51
Lecture_Hall_1,Tue,17,223.72
Lecture_Hall_2,Tue,17,205.18
MAC,Tue,17,100.89
SAC,Tue,17,96.04
Gym,Tue,17,74.35
Sports_Facility,Tue,17,83.3
Residencies,Tue,17,101.77
Extras,Tue,17,33.7
Hostel_1,Tue,18,153.41
Hostel_2,Tue,18,199.34
Hostel_3,Tue,18,242.31
Hostel_4,Tue,18,249.42
Hostel_5,Tue,18,170.72
Hostel_6,Tue,18,176.52
Hostel_7,Tue,18,138.16
Hostel_8,Tue,18,232.01
Hostel_9,Tue,18,149.49
Hostel_10,Tue,18,125.43
Hostel_11,Tue,18,156.15
Hostel_12,Tue,18,144.99
Hostel_13,Tue,18,155.59
Hostel_14,Tue,18,220.19
Dept_1,Tue,18,53.31
Dept_2,Tue,18,56.81
Dept_3,Tue,18,65.89
Dept_4,Tue,18,37.33
Dept_5,Tue,18,50.12
Dept_6,Tue,18,50.81
Dept_7,Tue,18,40.12
Dept_8,Tue,18,49.99
Dept_9,Tue,18,57.85
Dept_10,Tue,18,58.73
Dept_11,Tue,18,30.65
Dept_12,Tue,18,43.93
Dept_13,Tue,18,51.55
Dept_14,Tue,18,49.01
Dept_15,Tue,18,40.42
Dept_16,Tue,18,71.1
Dept_17,Tue,18,44.59
Dept_18,Tue,18,58.94
Dept_19,Tue,18,34.47
Dept_20,Tue,18,45.11
Dept_21,Tue,18,65.53
Dept_22,Tue,18,69.94
Dept_23,Tue,18,24.58
Library,Tue,18,134.01
Lecture_Hall_1,Tue,18,23.46
Lecture_Hall_2,Tue,18,20.83
MAC,Tue,18,97.37
SAC,Tue,18,123.02
Gym,Tue,18,107.24
Sports_Facility,Tue,18,81.49
Residencies,Tue,18,209.19
Extras,Tue,18,35.56
Hostel_1,Tue,19,131.97
Hostel_2,Tue,19,249.31
Hostel_3,Tue,19,193.4
Hostel_4,Tue,19,255.74
Hostel_5,Tue,19,165.42
Hostel_6,Tue,19,140.79
Hostel_7,Tue,19,161.88
Hostel_8,Tue,19,240.16
Hostel_9,Tue,19,161.94
Hostel_10,Tue,19,165.88
Hostel_11,Tue,19,136.4
Hostel_12,Tue,19,134.88
Hostel_13,Tue,19,125.3
Hostel_14,Tue,19,247.48
Dept_1,Tue,19,58.98
Dept_2,Tue,19,54.33
Dept_3,Tue,19,62.12
Dept_4,Tue,19,36.45
Dept_5,Tue,19,45.56
Dept_6,Tue,19,48.63
Dept_7,Tue,19,38.72
Dept_8,Tue,19,53.8
Dept_9,Tue,19,59.18
Dept_10,Tue,19,50.55
Dept_11,Tue,19,36.02
Dept_12,Tue,19,42.99
Dept_13,Tue,19,53.22
Dept_14,Tue,19,38.63
Dept_15,Tue,19,45.07
Dept_16,Tue,19,77.16
Dept_17,Tue,19,36.23
Dept_18,Tue,19,67.61
Dept_19,Tue,19,35.88
Dept_20,Tue,19,47.24
Dept_21,Tue,19,62.58
Dept_22,Tue,19,63.14
Dept_23,Tue,19,33.28
Library,Tue,19,130.75
Lecture_Hall_1,Tue,19,24.69
Lecture_Hall_2,Tue,19,21.05
MAC,Tue,19,102.47
SAC,Tue,19,121.61
Gym,Tue,19,95.29
Sports_Facility,Tue,19,83.73
Residencies,Tue,19,223.83
Extras,Tue,19,39.4
Hostel_1,Tue,20,116.65
Hostel_2,Tue,20,206.87
Hostel_3,Tue,20,186.62
Hostel_4,Tue,20,251.23
Hostel_5,Tue,20,216.66
Hostel_6,Tue,20,155.26
Hostel_7,Tue,20,125.36
Hostel_8,Tue,20,180.01
Hostel_9,Tue,20,146.64
Hostel_10,Tue,20,129.03
Hostel_11,Tue,20,134.73
Hostel_12,Tue,20,134.55
Hostel_13,Tue,20,126.99
Hostel_14,Tue,20,220.36
Dept_1,Tue,20,53.45
Dept_2,Tue,20,56.74
Dept_3,Tue,20,66.69
Dept_4,Tue,20,33.78
Dept_5,Tue,20,46.14
Dept_6,Tue,20,49.52
Dept_7,Tue,20,39.89
Dept_8,Tue,20,49
Dept_9,Tue,20,69.12
Dept_10,Tue,20,62.27
Dept_11,Tue,20,31.67
Dept_12,Tue,20,41.54
Dept_13,Tue,20,56.55
Dept_14,Tue,20,48.9
Dept_15,Tue,20,43.09
Dept_16,Tue,20,65.89
Dept_17,Tue,20,27.57
Dept_18,Tue,20,71.92
Dept_19,Tue,20,32.43
Dept_20,Tue,20,40.75
Dept_21,Tue,20,64.16
Dept_22,Tue,20,71.25
Dept_23,Tue,20,26.56
Library,Tue,20,151.71
Lecture_Hall_1,Tue,20,22.54
Lecture_Hall_2,Tue,20,24.73
MAC,Tue,20,93.03
SAC,Tue,20,124.87
Gym,Tue,20,103.28
Sports_Facility,Tue,20,65.63
Residencies,Tue,20,207.59
Extras,Tue,20,42.21
Hostel_1,Tue,21,104.51
Hostel_2,Tue,21,216.63
Hostel_3,Tue,21,218.46
Hostel_4,Tue,21,237.02
Hostel_5,Tue,21,183.97
Hostel_6,Tue,21,161.17
Hostel_7,Tue,21,139.33
Hostel_8,Tue,21,183.2
Hostel_9,Tue,21,151.09
Hostel_10,Tue,21,168.22
Hostel_11,Tue,21,143.57
Hostel_12,Tue,21,135.35
Hostel_13,Tue,21,125.53
Hostel_14,Tue,21,197.52
Dept_1,Tue,21,45.92
Dept_2,Tue,21,51.83
Dept_3,Tue,21,52.79
Dept_4,Tue,21,37.68
Dept_5,Tue,21,48.25
Dept_6,Tue,21,59.66
Dept_7,Tue,21,41.22
Dept_8,Tue,21,55.38
Dept_9,Tue,21,49.79
Dept_10,Tue,21,60.09
Dept_11,Tue,21,36.87
Dept_12,Tue,21,41.1
Dept_13,Tue,21,63.09
Dept_14,Tue,21,48.3
Dept_15,Tue,21,45.39
Dept_16,Tue,21,68.87
Dept_17,Tue,21,44.59
Dept_18,Tue,21,71.16
Dept_19,Tue,21,32.09
Dept_20,Tue,21,45.61
Dept_21,Tue,21,67.05
Dept_22,Tue,21,74.67
Dept_23,Tue,21,34.18
Library,Tue,21,135.82
Lecture_Hall_1,Tue,21,23.42
Lecture_Hall_2,Tue,21,24.26
MAC,Tue,21,52.56
SAC,Tue,21,60.68
Gym,Tue,21,84.89
Sports_Facility,Tue,21,75.76
Residencies,Tue,21,176.07
Extras,Tue,21,46.58
Hostel_1,Tue,22,125.6
Hostel_2,Tue,22,264.94
Hostel_3,Tue,22,198.57
Hostel_4,Tue,22,242.83
Hostel_5,Tue,22,198.05
Hostel_6,Tue,22,178.72
Hostel_7,Tue,22,132.04
Hostel_8,Tue,22,180.19
Hostel_9,Tue,22,149.92
Hostel_10,Tue,22,154.14
Hostel_11,Tue,22,128.63
Hostel_12,Tue,22,137.85
Hostel_13,Tue,22,135.45
Hostel_14,Tue,22,188.59
Dept_1,Tue,22,61.33
Dept_2,Tue,22,46.71
Dept_3,Tue,22,54.54
Dept_4,Tue,22,34.24
Dept_5,Tue,22,46.4
Dept_6,Tue,22,52.41
Dept_7,Tue,22,36.8
Dept_8,Tue,22,49.17
Dept_9,Tue,22,74.59
Dept_10,Tue,22,53.37
Dept_11,Tue,22,34.17
Dept_12,Tue,22,34.92
Dept_13,Tue,22,58.97
Dept_14,Tue,22,49.98
Dept_15,Tue,22,40.81
Dept_16,Tue,22,66.58
Dept_17,Tue,22,48.92
Dept_18,Tue,22,58.3
Dept_19,Tue,22,32.97
Dept_20,Tue,22,42.5
Dept_21,Tue,22,71.72
Dept_22,Tue,22,62.58
Dept_23,Tue,22,27.97
Library,Tue,22,140.57
Lecture_Hall_1,Tue,22,21.64
Lecture_Hall_2,Tue,22,24.66
MAC,Tue,22,52.27
SAC,Tue,22,68.7
Gym,Tue,22,40.85
Sports_Facility,Tue,22,26.37
Residencies,Tue,22,227.41
Extras,Tue,22,36.88
Hostel_1,Tue,23,151.72
Hostel_2,Tue,23,203.84
Hostel_3,Tue,23,208.47
Hostel_4,Tue,23,258.59
Hostel_5,Tue,23,196.31
Hostel_6,Tue,23,173.78
Hostel_7,Tue,23,149.79
Hostel_8,Tue,23,209.64
Hostel_9,Tue,23,114.24
Hostel_10,Tue,23,153.97
Hostel_11,Tue,23,154.31
Hostel_12,Tue,23,135.07
Hostel_13,Tue,23,133.27
Hostel_14,Tue,23,254.05
Dept_1,Tue,23,67.14
Dept_2,Tue,23,54
Dept_3,Tue,23,61.43
Dept_4,Tue,23,42.94
Dept_5,Tue,23,48.94
Dept_6,Tue,23,42.82
Dept_7,Tue,23,38.52
Dept_8,Tue,23,45.14
Dept_9,Tue,23,55.3
Dept_10,Tue,23,46.43
Dept_11,Tue,23,36.37
Dept_12,Tue,23,36.39
Dept_13,Tue,23,49.74
Dept_14,Tue,23,45.25
Dept_15,Tue,23,46.32
Dept_16,Tue,23,63.69
Dept_17,Tue,23,33.71
Dept_18,Tue,23,68.26
Dept_19,Tue,23,36.94
Dept_20,Tue,23,44.14
Dept_21,Tue,23,63.26
Dept_22,Tue,23,56.41
Dept_23,Tue,23,34.3
Library,Tue,23,53.11
Lecture_Hall_1,Tue,23,24.26
Lecture_Hall_2,Tue,23,24.28
MAC,Tue,23,58.55
SAC,Tue,23,72.86
Gym,Tue,23,31.09
Sports_Facility,Tue,23,29.57
Residencies,Tue,23,214.44
Extras,Tue,23,40.11
Hostel_1,Wed,0,88.73
Hostel_2,Wed,0,192.86
Hostel_3,Wed,0,175.37
Hostel_4,Wed,0,164.28
Hostel_5,Wed,0,149.53
Hostel_6,Wed,0,130.57
Hostel_7,Wed,0,93.23
Hostel_8,Wed,0,158.78
Hostel_9,Wed,0,105.36
Hostel_10,Wed,0,133.06
Hostel_11,Wed,0,91.18
Hostel_12,Wed,0,98.11
Hostel_13,Wed,0,105.31
Hostel_14,Wed,0,146.15
Dept_1,Wed,0,30.53
Dept_2,Wed,0,30.13
Dept_3,Wed,0,29.32
Dept_4,Wed,0,20.02
Dept_5,Wed,0,21.94
Dept_6,Wed,0,27.33
Dept_7,Wed,0,20.63
Dept_8,Wed,0,26.97
Dept_9,Wed,0,34.99
Dept_10,Wed,0,30.11
Dept_11,Wed,0,14.54
Dept_12,Wed,0,20.75
Dept_13,Wed,0,29.12
Dept_14,Wed,0,24.58
Dept_15,Wed,0,19.93
Dept_16,Wed,0,30.33
Dept_17,Wed,0,19.22
Dept_18,Wed,0,32.33
Dept_19,Wed,0,17.36
Dept_20,Wed,0,25.05
Dept_21,Wed,0,36.65
Dept_22,Wed,0,35
Dept_23,Wed,0,13.18
Library,Wed,0,57.08
Lecture_Hall_1,Wed,0,22.76
Lecture_Hall_2,Wed,0,23.89
MAC,Wed,0,61.39
SAC,Wed,0,62.03
Gym,Wed,0,37.56
Sports_Facility,Wed,0,29.93
Residencies,Wed,0,166.93
Extras,Wed,0,36.52
Hostel_1,Wed,1,114.53
Hostel_2,Wed,1,174.73
Hostel_3,Wed,1,158.78
Hostel_4,Wed,1,205.64
Hostel_5,Wed,1,176.07
Hostel_6,Wed,1,116.05
Hostel_7,Wed,1,110.99
Hostel_8,Wed,1,162.1
Hostel_9,Wed,1,114.85
Hostel_10,Wed,1,137.2
Hostel_11,Wed,1,102
Hostel_12,Wed,1,89.46
Hostel_13,Wed,1,104.49
Hostel_14,Wed,1,197.29
Dept_1,Wed,1,26.47
Dept_2,Wed,1,24.67
Dept_3,Wed,1,30.7
Dept_4,Wed,1,19.67
Dept_5,Wed,1,23.74
Dept_6,Wed,1,25.19
Dept_7,Wed,1,20.43
Dept_8,Wed,1,27.66
Dept_9,Wed,1,29.93
Dept_10,Wed,1,24.51
Dept_11,Wed,1,20.77
Dept_12,Wed,1,22.8
Dept_13,Wed,1,29.77
Dept_14,Wed,1,18.84
Dept_15,Wed,1,19.27
Dept_16,Wed,1,37.64
Dept_17,Wed,1,19.16
Dept_18,Wed,1,29.54
Dept_19,Wed,1,18.04
Dept_20,Wed,1,17.4
Dept_21,Wed,1,30.89
Dept_22,Wed,1,35.24
Dept_23,Wed,1,16.11
Library,Wed,1,47.29
Lecture_Hall_1,Wed,1,22.07
Lecture_Hall_2,Wed,1,23.49
MAC,Wed,1,50.41
SAC,Wed,1,67.44
Gym,Wed,1,32.22
Sports_Facility,Wed,1,29.71
Residencies,Wed,1,185.2
Extras,Wed,1,41.95
Hostel_1,Wed,2,95.85
Hostel_2,Wed,2,131.88
Hostel_3,Wed,2,181.4
Hostel_4,Wed,2,170.01
Hostel_5,Wed,2,139.94
Hostel_6,Wed,2,135.55
Hostel_7,Wed,2,96.73
Hostel_8,Wed,2,162.87
Hostel_9,Wed,2,115.02
Hostel_10,Wed,2,115.87
Hostel_11,Wed,2,106.16
Hostel_12,Wed,2,114.53
Hostel_13,Wed,2,122.54
Hostel_14,Wed,2,211.03
Dept_1,Wed,2,31.94
Dept_2,Wed,2,27.02
Dept_3,Wed,2,31.06
Dept_4,Wed,2,21.07
Dept_5,Wed,2,20.7
Dept_6,Wed,2,29.53
Dept_7,Wed,2,21.56
Dept_8,Wed,2,29.69
Dept_9,Wed,2,27.48
Dept_10,Wed,2,29.61
Dept_11,Wed,2,15.14
Dept_12,Wed,2,18.11
Dept_13,Wed,2,29.62
Dept_14,Wed,2,24.73
Dept_15,Wed,2,18.82
Dept_16,Wed,2,35.51
Dept_17,Wed,2,20.55
Dept_18,Wed,2,34.24
Dept_19,Wed,2,15.07
Dept_20,Wed,2,16.83
Dept_21,Wed,2,33.31
Dept_22,Wed,2,37.68
Dept_23,Wed,2,17.32
Library,Wed,2,52.01
Lecture_Hall_1,Wed,2,21.03
Lecture_Hall_2,Wed,2,22.69
MAC,Wed,2,59.67
SAC,Wed,2,61.93
Gym,Wed,2,41.09
Sports_Facility,Wed,2,25.62
Residencies,Wed,2,178.55
Extras,Wed,2,40.93
Hostel_1,Wed,3,126.11
Hostel_2,Wed,3,189.77
Hostel_3,Wed,3,213.97
Hostel_4,Wed,3,146.65
Hostel_5,Wed,3,151.15
Hostel_6,Wed,3,90.32
Hostel_7,Wed,3,113.81
Hostel_8,Wed,3,183.66
Hostel_9,Wed,3,123.96
Hostel_10,Wed,3,118.82
Hostel_11,Wed,3,133.2
Hostel_12,Wed,3,119.38
Hostel_13,Wed,3,107
Hostel_14,Wed,3,187.72
Dept_1,Wed,3,27.74
Dept_2,Wed,3,24.06
Dept_3,Wed,3,30.66
Dept_4,Wed,3,17.24
Dept_5,Wed,3,20.54
Dept_6,Wed,3,25.77
Dept_7,Wed,3,22.16
Dept_8,Wed,3,29.49
Dept_9,Wed,3,25.42
Dept_10,Wed,3,29.27
Dept_11,Wed,3,15.51
Dept_12,Wed,3,18.32
Dept_13,Wed,3,28.06
Dept_14,Wed,3,23.98
Dept_15,Wed,3,23.34
Dept_16,Wed,3,31
Dept_17,Wed,3,19.21
Dept_18,Wed,3,31.05
Dept_19,Wed,3,15.1
Dept_20,Wed,3,24.79
Dept_21,Wed,3,34.05
Dept_22,Wed,3,36.77
Dept_23,Wed,3,19.78
Library,Wed,3,59.94
Lecture_Hall_1,Wed,3,30.46
Lecture_Hall_2,Wed,3,19.4
MAC,Wed,3,44.93
SAC,Wed,3,69.09
Gym,Wed,3,37.2
Sports_Facility,Wed,3,31.13
Residencies,Wed,3,151.2
Extras,Wed,3,36.58
Hostel_1,Wed,4,106.86
Hostel_2,Wed,4,183.89
Hostel_3,Wed,4,197.44
Hostel_4,Wed,4,236.09
Hostel_5,Wed,4,159.23
Hostel_6,Wed,4,132.67
Hostel_7,Wed,4,110.99
Hostel_8,Wed,4,163.53
Hostel_9,Wed,4,80.43
Hostel_10,Wed,4,133.37
Hostel_11,Wed,4,102.4
Hostel_12,Wed,4,116.67
Hostel_13,Wed,4,98.99
Hostel_14,Wed,4,186.91
Dept_1,Wed,4,31.13
Dept_2,Wed,4,24.22
Dept_3,Wed,4,30.39
Dept_4,Wed,4,20.01
Dept_5,Wed,4,25.86
Dept_6,Wed,4,27.08
Dept_7,Wed,4,20.12
Dept_8,Wed,4,25.02
Dept_9,Wed,4,28.26
Dept_10,Wed,4,27.69
Dept_11,Wed,4,16.36
Dept_12,Wed,4,20.35
Dept_13,Wed,4,31.55
Dept_14,Wed,4,23.79
Dept_15,Wed,4,22.3
Dept_16,Wed,4,27.56
Dept_17,Wed,4,20.37
Dept_18,Wed,4,38.55
Dept_19,Wed,4,17.7
Dept_20,Wed,4,22.69
Dept_21,Wed,4,27.21
Dept_22,Wed,4,40.08
Dept_23,Wed,4,15.32
Library,Wed,4,43.32
Lecture_Hall_1,Wed,4,25.78
Lecture_Hall_2,Wed,4,26.76
MAC,Wed,4,43.85
SAC,Wed,4,73.41
Gym,Wed,4,34.65
Sports_Facility,Wed,4,24.61
Residencies,Wed,4,200.77
Extras,Wed,4,45.2
Hostel_1,Wed,5,102.68
Hostel_2,Wed,5,170.51
Hostel_3,Wed,5,167.06
Hostel_4,Wed,5,198.42
Hostel_5,Wed,5,161.78
Hostel_6,Wed,5,123.04
Hostel_7,Wed,5,105.8
Hostel_8,Wed,5,154.08
Hostel_9,Wed,5,105.95
Hostel_10,Wed,5,105.28
Hostel_11,Wed,5,117.78
Hostel_12,Wed,5,100.46
Hostel_13,Wed,5,122.25
Hostel_14,Wed,5,169.86
Dept_1,Wed,5,27.85
Dept_2,Wed,5,25.22
Dept_3,Wed,5,31.87
Dept_4,Wed,5,20.89
Dept_5,Wed,5,25.16
Dept_6,Wed,5,27.28
Dept_7,Wed,5,24.94
Dept_8,Wed,5,24.53
Dept_9,Wed,5,28.64
Dept_10,Wed,5,30.78
Dept_11,Wed,5,14.19
Dept_12,Wed,5,21.04
Dept_13,Wed,5,27.23
Dept_14,Wed,5,21.73
Dept_15,Wed,5,21.05
Dept_16,Wed,5,35.95
Dept_17,Wed,5,19.32
Dept_18,Wed,5,28.27
Dept_19,Wed,5,18.18
Dept_20,Wed,5,25.14
Dept_21,Wed,5,33.3
Dept_22,Wed,5,36.04
Dept_23,Wed,5,13.95
Library,Wed,5,52.18
Lecture_Hall_1,Wed,5,21.36
Lecture_Hall_2,Wed,5,19.98
MAC,Wed,5,58.26
SAC,Wed,5,60.52
Gym,Wed,5,39.4
Sports_Facility,Wed,5,28.88
Residencies,Wed,5,191.94
Extras,Wed,5,38.68
Hostel_1,Wed,6,97.46
Hostel_2,Wed,6,185.22
Hostel_3,Wed,6,148.12
Hostel_4,Wed,6,201.96
Hostel_5,Wed,6,140.77
Hostel_6,Wed,6,134.51
Hostel_7,Wed,6,123.49
Hostel_8,Wed,6,147.3
Hostel_9,Wed,6,119.57
Hostel_10,Wed,6,130.05
Hostel_11,Wed,6,124.58
Hostel_12,Wed,6,106.81
Hostel_13,Wed,6,113.29
Hostel_14,Wed,6,172.17
Dept_1,Wed,6,28.59
Dept_2,Wed,6,26.51
Dept_3,Wed,6,27.78
Dept_4,Wed,6,20.72
Dept_5,Wed,6,19.58
Dept_6,Wed,6,27.53
Dept_7,Wed,6,25.44
Dept_8,Wed,6,30.9
Dept_9,Wed,6,28.15
Dept_10,Wed,6,29.43
Dept_11,Wed,6,15.56
Dept_12,Wed,6,22.57
Dept_13,Wed,6,31.36
Dept_14,Wed,6,25.61
Dept_15,Wed,6,21.09
Dept_16,Wed,6,33.78
Dept_17,Wed,6,16.57
Dept_18,Wed,6,36.73
Dept_19,Wed,6,17.18
Dept_20,Wed,6,21.44
Dept_21,Wed,6,34.48
Dept_22,Wed,6,35.84
Dept_23,Wed,6,13.57
Library,Wed,6,46.02
Lecture_Hall_1,Wed,6,23.86
Lecture_Hall_2,Wed,6,25.49
MAC,Wed,6,50.89
SAC,Wed,6,62.78
Gym,Wed,6,83.72
Sports_Facility,Wed,6,77.23
Residencies,Wed,6,167.35
Extras,Wed,6,47.81
Hostel_1,Wed,7,54.27
Hostel_2,Wed,7,88.91
Hostel_3,Wed,7,74.51
Hostel_4,Wed,7,96.78
Hostel_5,Wed,7,91.61
Hostel_6,Wed,7,75.98
Hostel_7,Wed,7,65.67
Hostel_8,Wed,7,108.82
Hostel_9,Wed,7,63.52
Hostel_10,Wed,7,70.82
Hostel_11,Wed,7,50.67
Hostel_12,Wed,7,67.35
Hostel_13,Wed,7,56.28
Hostel_14,Wed,7,94.26
Dept_1,Wed,7,50.94
Dept_2,Wed,7,46.15
Dept_3,Wed,7,63.44
Dept_4,Wed,7,34.99
Dept_5,Wed,7,51.71
Dept_6,Wed,7,45.79
Dept_7,Wed,7,37.44
Dept_8,Wed,7,49.6
Dept_9,Wed,7,59.99
Dept_10,Wed,7,59.13
Dept_11,Wed,7,33.21
Dept_12,Wed,7,51.29
Dept_13,Wed,7,57.92
Dept_14,Wed,7,53.26
Dept_15,Wed,7,36.6
Dept_16,Wed,7,69.59
Dept_17,Wed,7,39.03
Dept_18,Wed,7,55.52
Dept_19,Wed,7,39.55
Dept_20,Wed,7,37.94
Dept_21,Wed,7,64.92
Dept_22,Wed,7,81.32
Dept_23,Wed,7,23.03
Library,Wed,7,49.65
Lecture_Hall_1,Wed,7,26.57
Lecture_Hall_2,Wed,7,22.9
MAC,Wed,7,56.94
SAC,Wed,7,57.64
Gym,Wed,7,80.25
