Student_ID,Course,Total_Classes,Classes_Attended,Attendance_Percentage
2905,E,120,107,89.17
2905,F,120,86,71.67
2905,G,120,99,82.5
2906,A,120,72,60.0
2906,B,120,96,80.0
2906,C,120,118,98.33
2906,D,120,107,89.17
2906,E,120,103,85.83
2906,F,120,85,70.83
2906,G,120,93,77.5
2907,A,120,80,66.67
2907,B,120,100,83.33
2907,C,120,113,94.17
2907,D,120,113,94.17
2907,E,120,98,81.67
2907,F,120,71,59.17
2907,G,120,102,85.0
2908,A,120,90,75.0
2908,B,120,89,74.17
2908,C,120,115,95.83
2908,D,120,109,90.83
2908,E,120,106,88.33
2908,F,120,81,67.5
2908,G,120,94,78.33
2909,A,120,73,60.83
2909,B,120,94,78.33
2909,C,120,114,95.0
2909,D,120,110,91.67
2909,E,120,105,87.5
2909,F,120,80,66.67
2909,G,120,102,85.0
2910,A,120,78,65.0
2910,B,120,100,83.33
2910,C,120,111,92.5
2910,D,120,109,90.83
2910,E,120,107,89.17
2910,F,120,79,65.83
2910,G,120,94,78.33
2911,A,120,85,70.83
2911,B,120,90,75.0
2911,C,120,114,95.0
2911,D,120,113,94.17
2911,E,120,103,85.83
2911,F,120,78,65.0
2911,G,120,97,80.83
2912,A,120,74,61.67
2912,B,120,92,76.67
2912,C,120,116,96.67
2912,D,120,113,94.17
2912,E,120,97,80.83
2912,F,120,74,61.67
2912,G,120,101,84.17
2913,A,120,73,60.83
2913,B,120,99,82.5
2913,C,120,114,95.0
2913,D,120,108,90.0
2913,E,120,105,87.5
2913,F,120,81,67.5
2913,G,120,101,84.17
2914,A,120,85,70.83
2914,B,120,103,85.83
2914,C,120,114,95.0
2914,D,120,113,94.17
2914,E,120,105,87.5
2914,F,120,73,60.83
2914,G,120,87,72.5
2915,A,120,74,61.67
2915,B,120,89,74.17
2915,C,120,118,98.33
2915,D,120,109,90.83
2915,E,120,101,84.17
2915,F,120,74,61.67
2915,G,120,96,80.0
2916,A,120,72,60.0
2916,B,120,90,75.0
2916,C,120,113,94.17
2916,D,120,110,91.67
2916,E,120,102,85.0
2916,F,120,74,61.67
2916,G,120,101,84.17
2917,A,120,82,68.33
2917,B,120,100,83.33
2917,C,120,117,97.5
2917,D,120,113,94.17
2917,E,120,102,85.0
2917,F,120,73,60.83
2917,G,120,99,82.5
2918,A,120,73,60.83
2918,B,120,96,80.0
2918,C,120,116,96.67
2918,D,120,114,95.0
2918,E,120,97,80.83
2918,F,120,84,70.0
2918,G,120,90,75.0
2919,A,120,76,63.33
2919,B,120,96,80.0
2919,C,120,115,95.83
2919,D,120,111,92.5
2919,E,120,105,87.5
2919,F,120,80,66.67
2919,G,120,96,80.0
2920,A,120,87,72.5
2920,B,120,96,80.0
2920,C,120,112,93.33
2920,D,120,106,88.33
2920,E,120,97,80.83
2920,F,120,71,59.17
2920,G,120,94,78.33
2921,A,120,74,61.67
2921,B,120,98,81.67
2921,C,120,112,93.33
2921,D,120,111,92.5
2921,E,120,98,81.67
2921,F,120,85,70.83
2921,G,120,94,78.33
2922,A,120,74,61.67
2922,B,120,96,80.0
2922,C,120,112,93.33
2922,D,120,117,97.5
2922,E,120,99,82.5
2922,F,120,81,67.5
2922,G,120,95,79.17
2923,A,120,86,71.67
2923,B,120,93,77.5
2923,C,120,114,95.0
2923,D,120,107,89.17
2923,E,120,98,81.67
2923,F,120,78,65.0
2923,G,120,91,75.83
2924,A,120,67,55.83
2924,B,120,88,73.33
2924,C,120,113,94.17
2924,D,120,113,94.17
2924,E,120,111,92.5
2924,F,120,79,65.83
2924,G,120,96,80.0
2925,A,120,80,66.67
2925,B,120,98,81.67
2925,C,120,112,93.33
2925,D,120,109,90.83
2925,E,120,101,84.17
2925,F,120,71,59.17
2925,G,120,103,85.83
2926,A,120,83,69.17
2926,B,120,94,78.33
2926,C,120,115,95.83
2926,D,120,114,95.0
2926,E,120,101,84.17
2926,F,120,80,66.67
2926,G,120,96,80.0
2927,A,120,72,60.0
2927,B,120,89,74.17
2927,C,120,112,93.33
2927,D,120,114,95.0
2927,E,120,91,75.83
2927,F,120,84,70.0
2927,G,120,94,78.33
2928,A,120,76,63.33
2928,B,120,98,81.67
2928,C,120,113,94.17
2928,D,120,113,94.17
2928,E,120,99,82.5
2928,F,120,68,56.67
2928,G,120,93,77.5
2929,A,120,82,68.33
2929,B,120,89,74.17
2929,C,120,111,92.5
2929,D,120,111,92.5
2929,E,120,107,89.17
2929,F,120,82,68.33
2929,G,120,97,80.83
2930,A,120,74,61.67
2930,B,120,101,84.17
2930,C,120,111,92.5
2930,D,120,112,93.33
2930,E,120,102,85.0
2930,F,120,78,65.0
2930,G,120,100,83.33
2931,A,120,77,64.17
2931,B,120,102,85.0
2931,C,120,115,95.83
2931,D,120,111,92.5
2931,E,120,105,87.5
2931,F,120,79,65.83
2931,G,120,94,78.33
2932,A,120,83,69.17
2932,B,120,94,78.33
2932,C,120,115,95.83
2932,D,120,113,94.17
2932,E,120,100,83.33
2932,F,120,86,71.67
2932,G,120,97,80.83
2933,A,120,66,55.0
2933,B,120,99,82.5
2933,C,120,114,95.0
2933,D,120,110,91.67
2933,E,120,107,89.17
2933,F,120,79,65.83
2933,G,120,93,77.5
2934,A,120,83,69.17
2934,B,120,100,83.33
2934,C,120,114,95.0
2934,D,120,112,93.33
2934,E,120,106,88.33
2934,F,120,73,60.83
2934,G,120,87,72.5
2935,A,120,81,67.5
2935,B,120,94,78.33
2935,C,120,115,95.83
2935,D,120,110,91.67
2935,E,120,104,86.67
2935,F,120,65,54.17
2935,G,120,99,82.5
2936,A,120,84,70.0
2936,B,120,98,81.67
2936,C,120,115,95.83
2936,D,120,110,91.67
2936,E,120,103,85.83
2936,F,120,93,77.5
2936,G,120,89,74.17
2937,A,120,77,64.17
2937,B,120,99,82.5
2937,C,120,113,94.17
2937,D,120,112,93.33
2937,E,120,100,83.33
2937,F,120,70,58.33
2937,G,120,98,81.67
2938,A,120,78,65.0
2938,B,120,92,76.67
2938,C,120,115,95.83
2938,D,120,111,92.5
2938,E,120,108,90.0
2938,F,120,74,61.67
2938,G,120,95,79.17
2939,A,120,80,66.67
2939,B,120,107,89.17
2939,C,120,116,96.67
2939,D,120,111,92.5
2939,E,120,105,87.5
2939,F,120,67,55.83
2939,G,120,94,78.33
2940,A,120,78,65.0
2940,B,120,98,81.67
2940,C,120,116,96.67
2940,D,120,115,95.83
2940,E,120,90,75.0
2940,F,120,77,64.17
2940,G,120,99,82.5
2941,A,120,80,66.67
2941,B,120,96,80.0
2941,C,120,114,95.0
2941,D,120,113,94.17
2941,E,120,99,82.5
2941,F,120,73,60.83
2941,G,120,101,84.17
2942,A,120,74,61.67
2942,B,120,103,85.83
2942,C,120,115,95.83
2942,D,120,110,91.67
2942,E,120,105,87.5
2942,F,120,81,67.5
2942,G,120,95,79.17
2943,A,120,83,69.17
2943,B,120,100,83.33
2943,C,120,113,94.17
2943,D,120,113,94.17
2943,E,120,100,83.33
2943,F,120,75,62.5
2943,G,120,94,78.33
2944,A,120,83,69.17
2944,B,120,89,74.17
2944,C,120,113,94.17
2944,D,120,113,94.17
2944,E,120,107,89.17
2944,F,120,85,70.83
2944,G,120,102,85.0
2945,A,120,77,64.17
2945,B,120,93,77.5
2945,C,120,116,96.67
2945,D,120,115,95.83
2945,E,120,99,82.5
2945,F,120,88,73.33
2945,G,120,95,79.17
2946,A,120,68,56.67
2946,B,120,92,76.67
2946,C,120,115,95.83
2946,D,120,111,92.5
2946,E,120,98,81.67
2946,F,120,71,59.17
2946,G,120,91,75.83
2947,A,120,73,60.83
2947,B,120,99,82.5
2947,C,120,115,95.83
2947,D,120,111,92.5
2947,E,120,109,90.83
2947,F,120,80,66.67
2947,G,120,92,76.67
2948,A,120,70,58.33
2948,B,120,102,85.0
2948,C,120,119,99.17
2948,D,120,111,92.5
2948,E,120,102,85.0
2948,F,120,84,70.0
2948,G,120,99,82.5
2949,A,120,69,57.5
2949,B,120,102,85.0
2949,C,120,116,96.67
2949,D,120,108,90.0
2949,E,120,106,88.33
2949,F,120,81,67.5
2949,G,120,94,78.33
2950,A,120,72,60.0
2950,B,120,97,80.83
2950,C,120,113,94.17
2950,D,120,115,95.83
2950,E,120,91,75.83
2950,F,120,66,55.0
2950,G,120,91,75.83
2951,A,120,79,65.83
2951,B,120,95,79.17
2951,C,120,116,96.67
2951,D,120,116,96.67
2951,E,120,104,86.67
2951,F,120,86,71.67
2951,G,120,98,81.67
2952,A,120,69,57.5
2952,B,120,91,75.83
2952,C,120,114,95.0
2952,D,120,111,92.5
2952,E,120,103,85.83
2952,F,120,77,64.17
2952,G,120,97,80.83
2953,A,120,75,62.5
2953,B,120,99,82.5
2953,C,120,114,95.0
2953,D,120,103,85.83
2953,E,120,108,90.0
2953,F,120,76,63.33
2953,G,120,99,82.5
2954,A,120,84,70.0
2954,B,120,97,80.83
2954,C,120,114,95.0
2954,D,120,110,91.67
2954,E,120,104,86.67
2954,F,120,84,70.0
2954,G,120,98,81.67
2955,A,120,81,67.5
2955,B,120,92,76.67
2955,C,120,111,92.5
2955,D,120,100,83.33
2955,E,120,102,85.0
2955,F,120,82,68.33
2955,G,120,88,73.33
2956,A,120,78,65.0
2956,B,120,97,80.83
2956,C,120,114,95.0
2956,D,120,110,91.67
2956,E,120,108,90.0
2956,F,120,80,66.67
2956,G,120,96,80.0
2957,A,120,66,55.0
2957,B,120,96,80.0
2957,C,120,111,92.5
2957,D,120,112,93.33
2957,E,120,97,80.83
2957,F,120,73,60.83
2957,G,120,101,84.17
2958,A,120,76,63.33
2958,B,120,94,78.33
2958,C,120,112,93.33
2958,D,120,112,93.33
2958,E,120,101,84.17
2958,F,120,86,71.67
2958,G,120,100,83.33
2959,A,120,79,65.83
2959,B,120,96,80.0
2959,C,120,107,89.17
2959,D,120,114,95.0
2959,E,120,110,91.67
2959,F,120,74,61.67
2959,G,120,97,80.83
2960,A,120,90,75.0
2960,B,120,100,83.33
2960,C,120,114,95.0
2960,D,120,108,90.0
2960,E,120,97,80.83
2960,F,120,70,58.33
2960,G,120,96,80.0
2961,A,120,82,68.33
2961,B,120,96,80.0
2961,C,120,113,94.17
2961,D,120,103,85.83
2961,E,120,105,87.5
2961,F,120,72,60.0
2961,G,120,90,75.0
2962,A,120,75,62.5
2962,B,120,91,75.83
2962,C,120,114,95.0
2962,D,120,112,93.33
2962,E,120,104,86.67
2962,F,120,82,68.33
2962,G,120,90,75.0
2963,A,120,75,62.5
2963,B,120,95,79.17
2963,C,120,112,93.33
2963,D,120,114,95.0
2963,E,120,102,85.0
2963,F,120,78,65.0
2963,G,120,92,76.67
2964,A,120,80,66.67
2964,B,120,93,77.5
2964,C,120,116,96.67
2964,D,120,112,93.33
2964,E,120,100,83.33
2964,F,120,79,65.83
2964,G,120,95,79.17
2965,A,120,83,69.17
2965,B,120,91,75.83
2965,C,120,109,90.83
2965,D,120,116,96.67
2965,E,120,99,82.5
2965,F,120,81,67.5
2965,G,120,95,79.17
2966,A,120,75,62.5
2966,B,120,95,79.17
2966,C,120,112,93.33
2966,D,120,113,94.17
2966,E,120,97,80.83
2966,F,120,72,60.0
2966,G,120,99,82.5
2967,A,120,77,64.17
2967,B,120,98,81.67
2967,C,120,116,96.67
2967,D,120,107,89.17
2967,E,120,100,83.33
2967,F,120,79,65.83
2967,G,120,97,80.83
2968,A,120,75,62.5
2968,B,120,100,83.33
2968,C,120,113,94.17
2968,D,120,115,95.83
2968,E,120,99,82.5
2968,F,120,76,63.33
2968,G,120,96,80.0
2969,A,120,76,63.33
2969,B,120,103,85.83
2969,C,120,114,95.0
2969,D,120,111,92.5
2969,E,120,95,79.17
2969,F,120,77,64.17
2969,G,120,90,75.0
2970,A,120,82,68.33
2970,B,120,94,78.33
2970,C,120,112,93.33
2970,D,120,111,92.5
2970,E,120,92,76.67
2970,F,120,76,63.33
2970,G,120,96,80.0
2971,A,120,75,62.5
2971,B,120,96,80.0
2971,C,120,114,95.0
2971,D,120,111,92.5
2971,E,120,107,89.17
2971,F,120,75,62.5
2971,G,120,96,80.0
2972,A,120,87,72.5
2972,B,120,96,80.0
2972,C,120,111,92.5
2972,D,120,114,95.0
2972,E,120,98,81.67
2972,F,120,74,61.67
2972,G,120,86,71.67
2973,A,120,86,71.67
2973,B,120,100,83.33
2973,C,120,116,96.67
2973,D,120,115,95.83
2973,E,120,105,87.5
2973,F,120,81,67.5
2973,G,120,93,77.5
2974,A,120,81,67.5
2974,B,120,101,84.17
2974,C,120,114,95.0
2974,D,120,116,96.67
2974,E,120,102,85.0
2974,F,120,80,66.67
2974,G,120,93,77.5
2975,A,120,78,65.0
2975,B,120,97,80.83
2975,C,120,111,92.5
2975,D,120,107,89.17
2975,E,120,107,89.17
2975,F,120,77,64.17
2975,G,120,96,80.0
2976,A,120,82,68.33
2976,B,120,96,80.0
2976,C,120,115,95.83
2976,D,120,112,93.33
2976,E,120,100,83.33
2976,F,120,79,65.83
2976,G,120,95,79.17
2977,A,120,79,65.83
2977,B,120,92,76.67
2977,C,120,113,94.17
2977,D,120,114,95.0
2977,E,120,103,85.83
2977,F,120,83,69.17
2977,G,120,97,80.83
2978,A,120,73,60.83
2978,B,120,99,82.5
2978,C,120,116,96.67
2978,D,120,108,90.0
2978,E,120,100,83.33
2978,F,120,85,70.83
2978,G,120,100,83.33
2979,A,120,89,74.17
2979,B,120,89,74.17
2979,C,120,114,95.0
2979,D,120,110,91.67
2979,E,120,102,85.0
2979,F,120,80,66.67
2979,G,120,95,79.17
2980,A,120,73,60.83
2980,B,120,105,87.5
2980,C,120,112,93.33
2980,D,120,114,95.0
2980,E,120,109,90.83
2980,F,120,77,64.17
2980,G,120,101,84.17
2981,A,120,63,52.5
2981,B,120,100,83.33
2981,C,120,114,95.0
2981,D,120,114,95.0
2981,E,120,103,85.83
2981,F,120,78,65.0
2981,G,120,93,77.5
2982,A,120,78,65.0
2982,B,120,99,82.5
2982,C,120,116,96.67
2982,D,120,111,92.5
2982,E,120,97,80.83
2982,F,120,69,57.5
2982,G,120,95,79.17
2983,A,120,80,66.67
2983,B,120,90,75.0
2983,C,120,115,95.83
2983,D,120,114,95.0
2983,E,120,107,89.17
2983,F,120,78,65.0
2983,G,120,96,80.0
2984,A,120,87,72.5
2984,B,120,97,80.83
2984,C,120,117,97.5
2984,D,120,112,93.33
2984,E,120,98,81.67
2984,F,120,86,71.67
2984,G,120,95,79.17
2985,A,120,71,59.17
2985,B,120,93,77.5
2985,C,120,112,93.33
2985,D,120,107,89.17
2985,E,120,100,83.33
2985,F,120,78,65.0
2985,G,120,97,80.83
2986,A,120,87,72.5
2986,B,120,96,80.0
2986,C,120,114,95.0
2986,D,120,111,92.5
2986,E,120,104,86.67
2986,F,120,73,60.83
2986,G,120,91,75.83
2987,A,120,75,62.5
2987,B,120,94,78.33
2987,C,120,116,96.67
2987,D,120,116,96.67
2987,E,120,95,79.17
2987,F,120,75,62.5
2987,G,120,90,75.0
2988,A,120,81,67.5
2988,B,120,94,78.33
2988,C,120,118,98.33
2988,D,120,110,91.67
2988,E,120,97,80.83
2988,F,120,75,62.5
2988,G,120,83,69.17
2989,A,120,68,56.67
2989,B,120,100,83.33
2989,C,120,113,94.17
2989,D,120,114,95.0
2989,E,120,104,86.67
2989,F,120,75,62.5
2989,G,120,100,83.33
2990,A,120,80,66.67
2990,B,120,95,79.17
2990,C,120,115,95.83
2990,D,120,106,88.33
2990,E,120,99,82.5
2990,F,120,72,60.0
2990,G,120,97,80.83
2991,A,120,68,56.67
2991,B,120,94,78.33
2991,C,120,117,97.5
2991,D,120,110,91.67
2991,E,120,105,87.5
2991,F,120,77,64.17
2991,G,120,98,81.67
2992,A,120,82,68.33
2992,B,120,96,80.0
2992,C,120,116,96.67
2992,D,120,116,96.67
2992,E,120,97,80.83
2992,F,120,75,62.5
2992,G,120,93,77.5
2993,A,120,78,65.0
2993,B,120,97,80.83
2993,C,120,110,91.67
2993,D,120,112,93.33
2993,E,120,92,76.67
2993,F,120,88,73.33
2993,G,120,102,85.0
2994,A,120,72,60.0
2994,B,120,94,78.33
2994,C,120,109,90.83
2994,D,120,112,93.33
2994,E,120,97,80.83
2994,F,120,83,69.17
2994,G,120,94,78.33
2995,A,120,73,60.83
2995,B,120,102,85.0
2995,C,120,109,90.83
2995,D,120,114,95.0
2995,E,120,104,86.67
2995,F,120,84,70.0
2995,G,120,94,78.33
2996,A,120,81,67.5
2996,B,120,99,82.5
2996,C,120,115,95.83
2996,D,120,107,89.17
2996,E,120,101,84.17
2996,F,120,80,66.67
2996,G,120,97,80.83
2997,A,120,73,60.83
2997,B,120,96,80.0
2997,C,120,113,94.17
2997,D,120,112,93.33
2997,E,120,94,78.33
2997,F,120,77,64.17
2997,G,120,94,78.33
2998,A,120,70,58.33
2998,B,120,85,70.83
2998,C,120,112,93.33
2998,D,120,112,93.33
2998,E,120,101,84.17
2998,F,120,71,59.17
2998,G,120,88,73.33
2999,A,120,89,74.17
2999,B,120,90,75.0
2999,C,120,116,96.67
2999,D,120,111,92.5
2999,E,120,108,90.0
2999,F,120,75,62.5
2999,G,120,100,83.33
3000,A,120,103,85.83
3000,B,120,113,94.17
3000,C,120,114,95.0
3000,D,120,102,85.0
3000,E,120,74,61.67
3000,F,120,97,80.83
3000,G,120,116,96.67
3001,A,120,97,80.83
3001,B,120,117,97.5
3001,C,120,111,92.5
3001,D,120,99,82.5
3001,E,120,71,59.17
3001,F,120,93,77.5
3001,G,120,113,94.17
3002,A,120,100,83.33
3002,B,120,118,98.33
3002,C,120,113,94.17
3002,D,120,100,83.33
3002,E,120,74,61.67
3002,F,120,106,88.33
3002,G,120,114,95.0
3003,A,120,91,75.83
3003,B,120,114,95.0
3003,C,120,112,93.33
3003,D,120,96,80.0
3003,E,120,75,62.5
3003,F,120,95,79.17
3003,G,120,116,96.67
3004,A,120,99,82.5
3004,B,120,111,92.5
3004,C,120,114,95.0
3004,D,120,104,86.67
3004,E,120,80,66.67
3004,F,120,96,80.0
3004,G,120,117,97.5
3005,A,120,96,80.0
3005,B,120,115,95.83
3005,C,120,108,90.0
3005,D,120,102,85.0
3005,E,120,76,63.33
3005,F,120,97,80.83
3005,G,120,112,93.33
3006,A,120,105,87.5
3006,B,120,113,94.17
3006,C,120,109,90.83
3006,D,120,107,89.17
3006,E,120,74,61.67
3006,F,120,97,80.83
3006,G,120,116,96.67
3007,A,120,96,80.0
3007,B,120,109,90.83
3007,C,120,106,88.33
3007,D,120,111,92.5
3007,E,120,78,65.0
3007,F,120,99,82.5
3007,G,120,112,93.33
3008,A,120,96,80.0
3008,B,120,112,93.33
3008,C,120,107,89.17
3008,D,120,105,87.5
3008,E,120,76,63.33
3008,F,120,105,87.5
3008,G,120,108,90.0
3009,A,120,92,76.67
3009,B,120,114,95.0
3009,C,120,113,94.17
3009,D,120,105,87.5
3009,E,120,72,60.0
3009,F,120,96,80.0
3009,G,120,116,96.67
3010,A,120,93,77.5
3010,B,120,111,92.5
3010,C,120,115,95.83
3010,D,120,111,92.5
3010,E,120,71,59.17
3010,F,120,95,79.17
3010,G,120,117,97.5
3011,A,120,100,83.33
3011,B,120,116,96.67
3011,C,120,110,91.67
3011,D,120,100,83.33
3011,E,120,79,65.83
3011,F,120,92,76.67
3011,G,120,111,92.5
3012,A,120,103,85.83
3012,B,120,114,95.0
3012,C,120,111,92.5
3012,D,120,104,86.67
3012,E,120,88,73.33
3012,F,120,100,83.33
3012,G,120,114,95.0
3013,A,120,89,74.17
3013,B,120,115,95.83
3013,C,120,114,95.0
3013,D,120,110,91.67
3013,E,120,72,60.0
3013,F,120,95,79.17
3013,G,120,113,94.17
3014,A,120,92,76.67
3014,B,120,115,95.83
3014,C,120,113,94.17
3014,D,120,99,82.5
3014,E,120,75,62.5
3014,F,120,95,79.17
3014,G,120,118,98.33
3015,A,120,92,76.67
3015,B,120,110,91.67
3015,C,120,112,93.33
3015,D,120,108,90.0
3015,E,120,74,61.67
3015,F,120,94,78.33
3015,G,120,113,94.17
3016,A,120,91,75.83
3016,B,120,112,93.33
3016,C,120,107,89.17
3016,D,120,94,78.33
3016,E,120,88,73.33
3016,F,120,99,82.5
3016,G,120,114,95.0
3017,A,120,94,78.33
3017,B,120,110,91.67
3017,C,120,111,92.5
3017,D,120,99,82.5
3017,E,120,73,60.83
3017,F,120,99,82.5
3017,G,120,115,95.83
3018,A,120,98,81.67
3018,B,120,113,94.17
3018,C,120,111,92.5
3018,D,120,103,85.83
3018,E,120,72,60.0
3018,F,120,98,81.67
3018,G,120,116,96.67
3019,A,120,101,84.17
3019,B,120,118,98.33
3019,C,120,115,95.83
3019,D,120,96,80.0
3019,E,120,74,61.67
3019,F,120,95,79.17
3019,G,120,114,95.0
3020,A,120,104,86.67
3020,B,120,118,98.33
3020,C,120,109,90.83
3020,D,120,104,86.67
3020,E,120,78,65.0
3020,F,120,96,80.0
3020,G,120,115,95.83
3021,A,120,99,82.5
3021,B,120,112,93.33
3021,C,120,109,90.83
3021,D,120,103,85.83
3021,E,120,80,66.67
3021,F,120,97,80.83
3021,G,120,111,92.5
3022,A,120,101,84.17
3022,B,120,115,95.83
3022,C,120,113,94.17
3022,D,120,105,87.5
3022,E,120,77,64.17
3022,F,120,99,82.5
3022,G,120,116,96.67
3023,A,120,93,77.5
3023,B,120,116,96.67
3023,C,120,113,94.17
3023,D,120,102,85.0
3023,E,120,80,66.67
3023,F,120,99,82.5
3023,G,120,114,95.0
3024,A,120,91,75.83
3024,B,120,116,96.67
3024,C,120,106,88.33
3024,D,120,105,87.5
3024,E,120,73,60.83
3024,F,120,90,75.0
3024,G,120,114,95.0
3025,A,120,96,80.0
3025,B,120,115,95.83
3025,C,120,110,91.67
3025,D,120,103,85.83
3025,E,120,82,68.33
3025,F,120,95,79.17
3025,G,120,113,94.17
3026,A,120,99,82.5
3026,B,120,113,94.17
3026,C,120,112,93.33
3026,D,120,100,83.33
3026,E,120,71,59.17
3026,F,120,95,79.17
3026,G,120,115,95.83
3027,A,120,99,82.5
3027,B,120,115,95.83
3027,C,120,114,95.0
3027,D,120,104,86.67
3027,E,120,85,70.83
3027,F,120,92,76.67
3027,G,120,113,94.17
3028,A,120,102,85.0
3028,B,120,115,95.83
3028,C,120,109,90.83
3028,D,120,100,83.33
3028,E,120,68,56.67
3028,F,120,94,78.33
3028,G,120,117,97.5
3029,A,120,101,84.17
3029,B,120,112,93.33
3029,C,120,108,90.0
3029,D,120,100,83.33
3029,E,120,69,57.5
3029,F,120,96,80.0
3029,G,120,114,95.0
3030,A,120,98,81.67
3030,B,120,115,95.83
3030,C,120,111,92.5
3030,D,120,103,85.83
3030,E,120,79,65.83
3030,F,120,93,77.5
3030,G,120,117,97.5
3031,A,120,95,79.17
3031,B,120,116,96.67
3031,C,120,113,94.17
3031,D,120,101,84.17
3031,E,120,93,77.5
3031,F,120,92,76.67
3031,G,120,116,96.67
3032,A,120,105,87.5
3032,B,120,115,95.83
3032,C,120,111,92.5
3032,D,120,101,84.17
3032,E,120,77,64.17
3032,F,120,93,77.5
3032,G,120,113,94.17
3033,A,120,96,80.0
3033,B,120,118,98.33
3033,C,120,111,92.5
3033,D,120,103,85.83
3033,E,120,70,58.33
3033,F,120,99,82.5
3033,G,120,114,95.0
3034,A,120,97,80.83
3034,B,120,110,91.67
3034,C,120,113,94.17
3034,D,120,97,80.83
3034,E,120,85,70.83
3034,F,120,100,83.33
3034,G,120,112,93.33
3035,A,120,102,85.0
3035,B,120,116,96.67
3035,C,120,110,91.67
3035,D,120,97,80.83
3035,E,120,85,70.83
3035,F,120,96,80.0
3035,G,120,116,96.67
3036,A,120,98,81.67
3036,B,120,115,95.83
3036,C,120,117,97.5
3036,D,120,105,87.5
3036,E,120,73,60.83
3036,F,120,92,76.67
3036,G,120,109,90.83
3037,A,120,98,81.67
3037,B,120,116,96.67
3037,C,120,111,92.5
3037,D,120,104,86.67
3037,E,120,86,71.67
3037,F,120,91,75.83
3037,G,120,118,98.33
3038,A,120,97,80.83
3038,B,120,115,95.83
3038,C,120,107,89.17
3038,D,120,98,81.67
3038,E,120,70,58.33
3038,F,120,93,77.5
3038,G,120,116,96.67
3039,A,120,96,80.0
3039,B,120,114,95.0
3039,C,120,113,94.17
3039,D,120,111,92.5
3039,E,120,75,62.5
3039,F,120,94,78.33
3039,G,120,109,90.83
3040,A,120,99,82.5
3040,B,120,112,93.33
3040,C,120,113,94.17
3040,D,120,104,86.67
3040,E,120,74,61.67
3040,F,120,97,80.83
3040,G,120,111,92.5
3041,A,120,90,75.0
3041,B,120,116,96.67
3041,C,120,109,90.83
3041,D,120,102,85.0
3041,E,120,81,67.5
3041,F,120,96,80.0
3041,G,120,116,96.67
3042,A,120,100,83.33
3042,B,120,110,91.67
3042,C,120,111,92.5
3042,D,120,102,85.0
3042,E,120,68,56.67
3042,F,120,97,80.83
3042,G,120,116,96.67
3043,A,120,95,79.17
3043,B,120,111,92.5
3043,C,120,111,92.5
3043,D,120,100,83.33
3043,E,120,67,55.83
3043,F,120,96,80.0
3043,G,120,115,95.83
3044,A,120,93,77.5
3044,B,120,118,98.33
3044,C,120,113,94.17
3044,D,120,98,81.67
3044,E,120,69,57.5
3044,F,120,98,81.67
3044,G,120,118,98.33
3045,A,120,89,74.17
3045,B,120,114,95.0
3045,C,120,109,90.83
3045,D,120,103,85.83
3045,E,120,73,60.83
3045,F,120,99,82.5
3045,G,120,113,94.17
3046,A,120,82,68.33
3046,B,120,112,93.33
3046,C,120,115,95.83
3046,D,120,103,85.83
3046,E,120,80,66.67
3046,F,120,92,76.67
3046,G,120,113,94.17
3047,A,120,98,81.67
3047,B,120,115,95.83
3047,C,120,114,95.0
3047,D,120,108,90.0
3047,E,120,74,61.67
3047,F,120,91,75.83
3047,G,120,114,95.0
3048,A,120,90,75.0
3048,B,120,116,96.67
3048,C,120,114,95.0
3048,D,120,104,86.67
3048,E,120,80,66.67
3048,F,120,96,80.0
3048,G,120,116,96.67
3049,A,120,94,78.33
3049,B,120,114,95.0
3049,C,120,112,93.33
3049,D,120,101,84.17
3049,E,120,76,63.33
3049,F,120,96,80.0
3049,G,120,119,99.17
3050,A,120,98,81.67
3050,B,120,117,97.5
3050,C,120,114,95.0
3050,D,120,103,85.83
3050,E,120,74,61.67
3050,F,120,100,83.33
3050,G,120,113,94.17
3051,A,120,93,77.5
3051,B,120,114,95.0
3051,C,120,116,96.67
3051,D,120,91,75.83
3051,E,120,78,65.0
3051,F,120,100,83.33
3051,G,120,114,95.0
3052,A,120,97,80.83
3052,B,120,112,93.33
3052,C,120,108,90.0
3052,D,120,104,86.67
3052,E,120,91,75.83
3052,F,120,100,83.33
3052,G,120,111,92.5
3053,A,120,100,83.33
3053,B,120,117,97.5
3053,C,120,111,92.5
3053,D,120,98,81.67
3053,E,120,71,59.17
3053,F,120,98,81.67
3053,G,120,114,95.0
3054,A,120,95,79.17
3054,B,120,117,97.5
3054,C,120,116,96.67
3054,D,120,100,83.33
3054,E,120,81,67.5
3054,F,120,100,83.33
3054,G,120,115,95.83
3055,A,120,101,84.17
3055,B,120,115,95.83
3055,C,120,111,92.5
3055,D,120,100,83.33
3055,E,120,81,67.5
3055,F,120,101,84.17
3055,G,120,110,91.67
3056,A,120,99,82.5
3056,B,120,113,94.17
3056,C,120,111,92.5
3056,D,120,106,88.33
3056,E,120,77,64.17
3056,F,120,89,74.17
3056,G,120,115,95.83
3057,A,120,102,85.0
3057,B,120,110,91.67
3057,C,120,112,93.33
3057,D,120,98,81.67
3057,E,120,75,62.5
3057,F,120,98,81.67
3057,G,120,116,96.67
3058,A,120,99,82.5
3058,B,120,117,97.5
3058,C,120,111,92.5
3058,D,120,97,80.83
3058,E,120,70,58.33
3058,F,120,99,82.5
3058,G,120,118,98.33
